iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
pre,distance,,Women,High jump,1,27,,null,null,null,null,null,Emily Constable,the United Kingdom,12,7,1911
pre,distance,,Women,High jump,1,32,,null,null,null,null,null,Helene Rittenauer,AUT,16,6,1918
pre,distance,,Women,High jump,1,34,,null,null,null,null,null,Maria Keller,AUT,29,6,1918
pre,distance,,Women,High jump,1,40,,null,null,null,null,null,Thea Barschow,Germany,27,4,1919
pre,distance,,Women,High jump,1,42,,null,null,null,null,null,Elise Constant,FRA,13,11,1920
post,distance,,Women,High jump,1,46,,null,null,null,null,null,Nancy Voorhees,USA,20,5,1922
post,distance,,Women,High jump,1,49,,null,null,null,null,null,Elizabeth Stine,USA,26,5,1923
post,distance,,Women,High jump,1,52,,null,null,null,null,null,Phyllis Green,the United Kingdom,11,7,1925
post,distance,,Women,High jump,1,55,,null,null,null,null,null,Phyllis Green,the United Kingdom,2,8,1926
post,distance,,Women,High jump,1,58,,null,null,null,null,null,Ethel Catherwood,CAN,6,9,1926
post,distance,,Women,High jump,1,60,,null,null,null,null,null,Ethel Catherwood,CAN,5,8,1928
post,distance,,Women,High jump,1,61,,null,null,null,null,null,Lien Gisolf,NED,18,8,1929
post,distance,,Women,High jump,1,62,,null,null,null,null,null,Lien Gisolf,NED,12,6,1932
post,distance,,Women,High jump,1,65,,null,null,null,null,null,Jean Shiley,USA,7,8,1932
post,distance,,Women,High jump,1,66,,null,null,null,null,null,Dorothy Odam,the United Kingdom,29,5,1939
post,distance,,Women,High jump,1,71,,null,null,null,null,null,Fanny Blankers-Koen,NED,30,5,1943
post,distance,,Women,High jump,1,72,,null,null,null,null,null,Sheila Lerwill,the United Kingdom,7,7,1951
post,distance,,Women,High jump,1,73,,null,null,null,null,null,Aleksandra Chudina,URS,22,5,1954
post,distance,,Women,High jump,1,74,,null,null,null,null,null,Thelma Hopkins,the United Kingdom,5,5,1956
post,distance,,Women,High jump,1,75,,null,null,null,null,null,Iolanda Balas,ROM,14,7,1956
post,distance,,Women,High jump,1,76,,null,null,null,null,null,Mildred McDaniel,USA,1,12,1956
post,distance,,Women,High jump,1,77,,null,null,null,null,null,Zheng Fengrong,CHN,17,11,1957
post,distance,,Women,High jump,1,78,,null,null,null,null,null,Iolanda Balas,ROM,7,6,1958
post,distance,,Women,High jump,1,80,,null,null,null,null,null,Iolanda Balas,ROM,22,6,1958
post,distance,,Women,High jump,1,81,,null,null,null,null,null,Iolanda Balas,ROM,31,7,1958
post,distance,,Women,High jump,1,82,,null,null,null,null,null,Iolanda Balas,ROM,4,10,1958
post,distance,,Women,High jump,1,83,,null,null,null,null,null,Iolanda Balas,ROM,18,10,1958
post,distance,,Women,High jump,1,84,,null,null,null,null,null,Iolanda Balas,ROM,21,9,1959
post,distance,,Women,High jump,1,85,,null,null,null,null,null,Iolanda Balas,ROM,6,6,1960
post,distance,,Women,High jump,1,86,,null,null,null,null,null,Iolanda Balas,ROM,10,7,1960
post,distance,,Women,High jump,1,87,,null,null,null,null,null,Iolanda Balas,ROM,15,4,1961
post,distance,,Women,High jump,1,88,,null,null,null,null,null,Iolanda Balas,ROM,18,6,1961
post,distance,,Women,High jump,1,90,,null,null,null,null,null,Iolanda Balas,ROM,8,7,1961
post,distance,,Women,High jump,1,91,,null,null,null,null,null,Iolanda Balas,ROM,16,7,1961
post,distance,,Women,High jump,1,92,,null,null,null,null,null,Ilona Gusenbauer,AUT,4,9,1971
post,distance,,Women,High jump,1,94,,null,null,null,null,null,Yordanka Blagoeva,BUL,24,9,1972
post,distance,,Women,High jump,1,95,,null,null,null,null,null,Rosemarie Ackermann,GDR,8,9,1974
post,distance,,Women,High jump,1,96,,null,null,null,null,null,Rosemarie Ackermann,GDR,8,5,1976
post,distance,,Women,High jump,1,97,,null,null,null,null,null,Rosemarie Ackermann,GDR,14,8,1977
post,distance,,Women,High jump,2,0,,null,null,null,null,null,Rosemarie Ackermann,GDR,26,8,1977
post,distance,,Women,High jump,2,1,,null,null,null,null,null,Sara Simeoni,ITA,4,8,1978
post,distance,,Women,High jump,2,2,,null,null,null,null,null,Ulrike Meyfarth,FRG,8,9,1982
post,distance,,Women,High jump,2,3,,null,null,null,null,null,Ulrike Meyfarth,FRG,21,8,1983
post,distance,,Women,High jump,2,4,,null,null,null,null,null,Tamara Bykova,URS,25,8,1983
post,distance,,Women,High jump,2,5,,null,null,null,null,null,Tamara Bykova,URS,22,6,1984
post,distance,,Women,High jump,2,7,,null,null,null,null,null,Lyudmila Andonova,BUL,20,7,1984
post,distance,,Women,High jump,2,8,,null,null,null,null,null,Stefka Kostadinova,BUL,31,5,1986
post,distance,,Women,High jump,2,9,,null,null,null,null,null,Stefka Kostadinova,BUL,30,8,1987
pre,distance,,Women,Pole vault,1,45,,null,null,null,null,null,Ruth Spencer,USA,14,5,1910
pre,distance,,Women,Pole vault,1,73,,null,null,null,null,null,Ruth Spencer,USA,15,5,1911
pre,distance,,Women,Pole vault,1,78,,null,null,null,null,null,Hazel Hutaff,USA,3,4,1915
pre,distance,,Women,Pole vault,1,83,,null,null,null,null,null,Lois Tatum,USA,13,4,1915
pre,distance,,Women,Pole vault,1,91,,null,null,null,null,null,Eva Fisk,USA,13,5,1915
pre,distance,,Women,Pole vault,2,19,,null,null,null,null,null,Mildred Carl,USA,6,6,1915
pre,distance,,Women,Pole vault,2,21,,null,null,null,null,null,Mildred Carl,USA,1,1,1919
pre,distance,,Women,Pole vault,2,35,,null,null,null,null,null,Helene Henneke,Germany,17,7,1921
pre,distance,,Women,Pole vault,2,54,,null,null,null,null,null,Zoya Romanova,URS,26,8,1935
pre,distance,,Women,Pole vault,2,59,,null,null,null,null,null,Diane Bragg,USA,3,6,1952
pre,distance,,Women,Pole vault,2,60,,null,null,null,null,null,Irene Spieker,USA,10,2,1978
pre,distance,,Women,Pole vault,3,5,,null,null,null,null,null,Irene Spieker,USA,9,2,1979
pre,distance,,Women,Pole vault,3,34,,null,null,null,null,null,Jana Edwards,USA,16,7,1983
pre,distance,,Women,Pole vault,3,59,,null,null,null,null,null,Jana Edwards,USA,23,7,1983
pre,distance,,Women,Pole vault,3,72,,null,null,null,null,null,Zhang Chunzen,CHN,20,4,1988
pre,distance,,Women,Pole vault,3,73,,null,null,null,null,null,Shao Jingwen,CHN,4,5,1988
pre,distance,,Women,Pole vault,3,75,,null,null,null,null,null,Zhang Chunzen,CHN,10,6,1988
pre,distance,,Women,Pole vault,3,76,,null,null,null,null,null,Zhou Minxin,CHN,22,4,1989
pre,distance,,Women,Pole vault,3,80,,null,null,null,null,null,Zhang Chunzen,CHN,9,9,1989
pre,distance,,Women,Pole vault,3,81,,null,null,null,null,null,Zhang Chunzen,CHN,24,3,1990
pre,distance,,Women,Pole vault,4,0,,null,null,null,null,null,Zhang Chunzen,CHN,24,3,1991
pre,distance,,Women,Pole vault,4,2,,null,null,null,null,null,Zhang Chunzen,CHN,5,6,1991
pre,distance,,Women,Pole vault,4,5,,null,null,null,null,null,Zhang Chunzen,CHN,10,8,1991
post,distance,,Women,Pole vault,4,5,,null,null,null,null,null,Caiyun Sun,China,21,5,1992
post,distance,,Women,Pole vault,4,8,,null,null,null,null,null,Zhong Guiqing,China,18,5,1995
post,distance,,Women,Pole vault,4,10,,null,null,null,null,null,Daniela Bartova,Czech Republic,21,5,1995
post,distance,,Women,Pole vault,4,12,,null,null,null,null,null,Daniela Bartova,Czech Republic,18,6,1995
post,distance,,Women,Pole vault,4,13,,null,null,null,null,null,Daniela Bartova,Czech Republic,24,6,1995
post,distance,,Women,Pole vault,4,14,,null,null,null,null,null,Daniela Bartova,Czech Republic,2,7,1995
post,distance,,Women,Pole vault,4,15,,null,null,null,null,null,Daniela Bartova,Czech Republic,6,7,1995
post,distance,,Women,Pole vault,4,16,,null,null,null,null,null,Daniela Bartova,Czech Republic,14,7,1995
post,distance,,Women,Pole vault,4,17,,null,null,null,null,null,Daniela Bartova,Czech Republic,15,7,1995
post,distance,,Women,Pole vault,4,18,,null,null,null,null,null,Andrea Muller,Germanymany,5,8,1995
post,distance,,Women,Pole vault,4,20,,null,null,null,null,null,Daniela Bartova,Czech Republic,18,8,1995
post,distance,,Women,Pole vault,4,21,,null,null,null,null,null,Daniela Bartova,Czech Republic,22,8,1995
post,distance,,Women,Pole vault,4,22,,null,null,null,null,null,Daniela Bartova,Czech Republic,11,9,1995
post,distance,,Women,Pole vault,4,25,,null,null,null,null,null,Emma George,Australia,30,11,1995
post,distance,,Women,Pole vault,4,28,,null,null,null,null,null,Emma George,Australia,17,12,1995
post,distance,,Women,Pole vault,4,41,,null,null,null,null,null,Emma George,Australia,28,1,1996
post,distance,,Women,Pole vault,4,42,,null,null,null,null,null,Emma George,Australia,29,6,1996
post,distance,,Women,Pole vault,4,45,,null,null,null,null,null,Emma George,Australia,14,7,1996
post,distance,,Women,Pole vault,4,50,,null,null,null,null,null,Emma George,Australia,8,2,1997
post,distance,,Women,Pole vault,4,55,,null,null,null,null,null,Emma George,Australia,20,2,1997
post,distance,,Women,Pole vault,4,57,,null,null,null,null,null,Emma George,Australia,21,2,1998
post,distance,,Women,Pole vault,4,58,,null,null,null,null,null,Emma George,Australia,14,3,1998
post,distance,,Women,Pole vault,4,59,,null,null,null,null,null,Emma George,Australia,21,3,1998
post,distance,,Women,Pole vault,4,60,,null,null,null,null,null,Emma George,Australia,20,2,1999
post,distance,,Women,Pole vault,4,60,,null,null,null,null,null,Stacy Dragila,United States,21,8,1999
post,distance,,Women,Pole vault,4,62,,null,null,null,null,null,Stacy Dragila,United States,3,3,2000
post,distance,,Women,Pole vault,4,63,,null,null,null,null,null,Stacy Dragila,United States,23,7,2000
post,distance,,Women,Pole vault,4,64,,null,null,null,null,null,Svetlana Feofanova,Russia,11,2,2001
post,distance,,Women,Pole vault,4,66,,null,null,null,null,null,Stacy Dragila,United States,17,2,2001
post,distance,,Women,Pole vault,4,70,,null,null,null,null,null,Stacy Dragila,United States,17,2,2001
post,distance,,Women,Pole vault,4,71,,null,null,null,null,null,Stacy Dragila,United States,9,6,2001
post,distance,,Women,Pole vault,4,81,,null,null,null,null,null,Stacy Dragila,United States,9,6,2001
post,distance,,Women,Pole vault,4,82,,null,null,null,null,null,Yelena Isinbayeva,Russia,13,7,2003
post,distance,,Women,Pole vault,4,83,,null,null,null,null,null,Yelena Isinbayeva,Russia,15,2,2004
post,distance,,Women,Pole vault,4,85,,null,null,null,null,null,Svetlana Feofanova,Russia,22,2,2004
post,distance,,Women,Pole vault,4,86,,null,null,null,null,null,Yelena Isinbayeva,Russia,6,3,2004
post,distance,,Women,Pole vault,4,87,,null,null,null,null,null,Yelena Isinbayeva,Russia,27,6,2004
post,distance,,Women,Pole vault,4,88,,null,null,null,null,null,Svetlana Feofanova,Russia,4,7,2004
post,distance,,Women,Pole vault,4,89,,null,null,null,null,null,Yelena Isinbayeva,Russia,25,7,2004
post,distance,,Women,Pole vault,4,90,,null,null,null,null,null,Yelena Isinbayeva,Russia,30,7,2004
post,distance,,Women,Pole vault,4,91,,null,null,null,null,null,Yelena Isinbayeva,Russia,24,8,2004
post,distance,,Women,Pole vault,4,92,,null,null,null,null,null,Yelena Isinbayeva,Russia,3,9,2004
post,distance,,Women,Pole vault,4,93,,null,null,null,null,null,Yelena Isinbayeva,Russia,5,7,2005
post,distance,,Women,Pole vault,4,95,,null,null,null,null,null,Yelena Isinbayeva,Russia,16,7,2005
post,distance,,Women,Pole vault,4,96,,null,null,null,null,null,Yelena Isinbayeva,Russia,22,7,2005
post,distance,,Women,Pole vault,5,50,,null,null,null,null,null,Yelena Isinbayeva,Russia,22,7,2005
post,distance,,Women,Pole vault,5,1,,null,null,null,null,null,Yelena Isinbayeva,Russia,9,8,2005
post,distance,,Women,Pole vault,5,3,,null,null,null,null,null,Yelena Isinbayeva,Russia,11,7,2008
post,distance,,Women,Pole vault,5,4,,null,null,null,null,null,Yelena Isinbayeva,Russia,29,7,2008
post,distance,,Women,Pole vault,5,5,,null,null,null,null,null,Yelena Isinbayeva,Russia,18,8,2008
post,distance,,Women,Pole vault,5,6,,null,null,null,null,null,Yelena Isinbayeva,Russia,28,8,2009
pre,distance,,Women,Long jump,4,14,,null,null,null,null,null,Rowena Reed,USA,18,5,1897
pre,distance,,Women,Long jump,4,15,,null,null,null,null,null,Evelyn Gardner,USA,22,5,1901
pre,distance,,Women,Long jump,4,36,,null,null,null,null,null,Esther Kearney,USA,7,6,1901
pre,distance,,Women,Long jump,4,43,,null,null,null,null,null,Evelyn Gardner,USA,16,5,1903
pre,distance,,Women,Long jump,4,65,,null,null,null,null,null,Vera Brooke,USA,20,3,1906
pre,distance,,Women,Long jump,5,0,,null,null,null,null,null,Ellen Hayes,USA,7,4,1913
pre,distance,,Women,Long jump,5,12,,null,null,null,null,null,Maude Devereux,USA,24,6,1916
pre,distance,,Women,Long jump,5,41,,null,null,null,null,null,Marie Kiessling,Germany,18,7,1920
pre,distance,,Women,Long jump,5,54,,null,null,null,null,null,Marie Kiessling,Germany,29,5,1921
post,distance,,Women,Long jump,5,16,,null,null,null,null,null,Marie Mejzlikova II,TCH,6,8,1922
post,distance,,Women,Long jump,5,30,,null,null,null,null,null,Marie Mejzlikova II,TCH,23,9,1923
post,distance,,Women,Long jump,5,49,,null,null,null,null,null,Muriel Gunn,the United Kingdom,2,8,1926
post,distance,,Women,Long jump,5,50,,null,null,null,null,null,Kinue Hitomi,JPN,28,8,1926
post,distance,,Women,Long jump,5,58,,null,null,null,null,null,Muriel Gunn,the United Kingdom,1,8,1927
post,distance,,Women,Long jump,5,98,,null,null,null,null,null,Kinue Hitomi,JPN,20,5,1928
post,distance,,Women,Long jump,6,12,,null,null,null,null,null,Christel Schulz,Germany,30,7,1939
post,distance,,Women,Long jump,6,25,,null,null,null,null,null,Fanny Blankers-Koen,NED,19,9,1943
post,distance,,Women,Long jump,6,28,,null,null,null,null,null,Yvette Williams,NZL,20,2,1954
post,distance,,Women,Long jump,6,31,,null,null,null,null,null,Galina Vinogradova,URS,18,11,1955
post,distance,,Women,Long jump,6,35,,null,null,null,null,null,Elzbieta Krzesinska,POL,20,8,1956
post,distance,,Women,Long jump,6,40,,null,null,null,null,null,Hildrun Claus,GDR,7,8,1960
post,distance,,Women,Long jump,6,42,,null,null,null,null,null,Hildrun Claus,GDR,23,6,1961
post,distance,,Women,Long jump,6,48,,null,null,null,null,null,Tatyana Shchelkanova,URS,16,7,1961
post,distance,,Women,Long jump,6,53,,null,null,null,null,null,Tatyana Shchelkanova,URS,10,6,1962
post,distance,,Women,Long jump,6,70,,null,null,null,null,null,Tatyana Shchelkanova,URS,4,7,1964
post,distance,,Women,Long jump,6,76,,null,null,null,null,null,Mary Rand,the United Kingdom,14,10,1964
post,distance,,Women,Long jump,6,82,,null,null,null,null,null,Viorica Viscopoleanu,ROU,14,10,1968
post,distance,,Women,Long jump,6,84,,null,null,null,null,null,Heide Rosendahl,FRG,3,9,1970
post,distance,,Women,Long jump,6,92,,null,null,null,null,null,Angela Voigt,GDR,9,5,1976
post,distance,,Women,Long jump,6,99,,null,null,null,null,null,Siegrun Siegl,GDR,19,5,1976
post,distance,,Women,Long jump,7,7,,null,null,null,null,null,Vilma Bardauskiene,URS,18,8,1978
post,distance,,Women,Long jump,7,9,,null,null,null,null,null,Vilma Bardauskiene,URS,29,8,1978
post,distance,,Women,Long jump,7,15,,null,null,null,null,null,Anisoara Cusmir,ROU,1,8,1982
post,distance,,Women,Long jump,7,20,,null,null,null,null,null,Valy Ionescu,ROU,1,8,1982
post,distance,,Women,Long jump,7,21,,null,null,null,null,null,Anisoara Cusmir,ROU,15,5,1983
post,distance,,Women,Long jump,7,27,,null,null,null,null,null,Anisoara Cusmir,ROU,4,6,1983
post,distance,,Women,Long jump,7,43,,null,null,null,null,null,Anisoara Cusmir,ROU,4,6,1983
post,distance,,Women,Long jump,7,44,,null,null,null,null,null,Heike Drechsler,GDR,22,9,1985
post,distance,,Women,Long jump,7,45,,null,null,null,null,null,Heike Drechsler,GDR,21,6,1986
post,distance,,Women,Long jump,7,52,,null,null,null,null,null,Galina Chistyakova,URS,11,6,1988
pre,distance,,Women,Triple jump,6,72,,null,null,null,null,null,Mary Ayer,USA,21,4,1899
pre,distance,,Women,Triple jump,8,33,,null,null,null,null,null,Helen Kempton,USA,15,3,1905
pre,distance,,Women,Triple jump,8,81,,null,null,null,null,null,Charlotte Hand,USA,8,5,1909
pre,distance,,Women,Triple jump,9,1,,null,null,null,null,null,Charlotte Hand,USA,7,5,1910
pre,distance,,Women,Triple jump,9,73,,null,null,null,null,null,Ellen Hayes,USA,3,4,1911
pre,distance,,Women,Triple jump,10,49,,null,null,null,null,null,Ellen Hayes,USA,7,4,1913
pre,distance,,Women,Triple jump,10,50,,null,null,null,null,null,Adrienne Kanel,SUI,23,7,1923
pre,distance,,Women,Triple jump,10,74,,null,null,null,null,null,Alice Welsh,CAN,2,6,1924
pre,distance,,Women,Triple jump,11,45,,null,null,null,null,null,Kinue Hitomi,JPN,16,10,1925
pre,distance,,Women,Triple jump,11,52,,null,null,null,null,null,Kinue Hitomi,JPN,1,11,1925
pre,distance,,Women,Triple jump,11,62,,null,null,null,null,null,Kinue Hitomi,JPN,1,12,1926
pre,distance,,Women,Triple jump,11,83,,null,null,null,null,null,Frances Keddie,USA,2,12,1926
pre,distance,,Women,Triple jump,12,43,,null,null,null,null,null,Terri Turner,USA,9,5,1981
pre,distance,,Women,Triple jump,12,47,,null,null,null,null,null,Terri Turner,USA,7,5,1982
pre,distance,,Women,Triple jump,12,51,,null,null,null,null,null,Melody Smith,USA,6,5,1983
pre,distance,,Women,Triple jump,12,98,,null,null,null,null,null,Easter Gabriel,USA,7,5,1983
pre,distance,,Women,Triple jump,13,15,,null,null,null,null,null,Terri Turner,USA,24,3,1984
pre,distance,,Women,Triple jump,13,21,,null,null,null,null,null,Terri Turner,USA,13,4,1984
pre,distance,,Women,Triple jump,13,58,,null,null,null,null,null,Wendy Brown,USA,30,5,1985
pre,distance,,Women,Triple jump,13,68,,null,null,null,null,null,Esmeralda Garcia,BRA,5,6,1986
pre,distance,,Women,Triple jump,13,71,,null,null,null,null,null,Wendy Brown,USA,2,5,1987
pre,distance,,Women,Triple jump,13,73,,null,null,null,null,null,Flora Hyacinth,ISV,17,5,1987
pre,distance,,Women,Triple jump,13,78,,null,null,null,null,null,Sheila Hudson,USA,6,6,1987
pre,distance,,Women,Triple jump,13,85,,null,null,null,null,null,Sheila Hudson,USA,26,6,1987
pre,distance,,Women,Triple jump,14,4,,null,null,null,null,null,Li Huirong,CHN,11,10,1987
pre,distance,,Women,Triple jump,14,16,,null,null,null,null,null,Li Huirong,CHN,23,4,1988
pre,distance,,Women,Triple jump,14,52,,null,null,null,null,null,Galina Chistyakova,URS,2,7,1989
post,distance,,Women,Triple jump,14,54,,null,null,null,null,null,Li Huirong ,CHN,25,8,1990
post,distance,,Women,Triple jump,14,95,,null,null,null,null,null,Inessa Kravets ,URS,10,6,1991
post,distance,,Women,Triple jump,14,97,,null,null,null,null,null,Iolanda Chen ,RUS,18,6,1993
post,distance,,Women,Triple jump,15,9,,null,null,null,null,null,Anna Biryukova ,RUS,21,8,1993
post,distance,,Women,Triple jump,15,50,,null,null,null,null,null,Inessa Kravets ,UKR,10,8,1995
post,distance,,Women,Shot put,10,15,,null,null,null,null,null,Violette Gouraud-Morris,FRA,14,7,1924
post,distance,,Women,Shot put,10,84,,null,null,null,null,null,Ruth Lange,Germany,28,5,1927
post,distance,,Women,Shot put,11,32,,null,null,null,null,null,Ruth Lange,Germany,6,8,1927
post,distance,,Women,Shot put,11,52,,null,null,null,null,null,Ruth Lange,Germany,3,6,1928
post,distance,,Women,Shot put,11,96,,null,null,null,null,null,Grete Heublein,Germany,15,7,1928
post,distance,,Women,Shot put,12,85,,null,null,null,null,null,Grete Heublein,Germany,21,7,1929
post,distance,,Women,Shot put,12,88,,null,null,null,null,null,Grete Heublein,Germany,28,6,1931
post,distance,,Women,Shot put,13,70,,null,null,null,null,null,Grete Heublein,Germany,16,8,1931
post,distance,,Women,Shot put,14,38,,null,null,null,null,null,Gisela Mauermayer,Germany,15,7,1934
post,distance,,Women,Shot put,14,59,,null,null,null,null,null,Tatyana Sevryukova,URS,4,8,1948
post,distance,,Women,Shot put,14,86,,null,null,null,null,null,Klavdia Tochonova,URS,30,10,1949
post,distance,,Women,Shot put,15,2,,null,null,null,null,null,Anna Andreeva,URS,9,11,1950
post,distance,,Women,Shot put,15,28,,null,null,null,null,null,Galina Zybina,URS,26,7,1952
post,distance,,Women,Shot put,15,37,,null,null,null,null,null,Galina Zybina,URS,20,9,1952
post,distance,,Women,Shot put,15,42,,null,null,null,null,null,Galina Zybina,URS,1,10,1952
post,distance,,Women,Shot put,16,20,,null,null,null,null,null,Galina Zybina,URS,9,10,1953
post,distance,,Women,Shot put,16,28,,null,null,null,null,null,Galina Zybina,URS,14,9,1954
post,distance,,Women,Shot put,16,28,,null,null,null,null,null,Galina Zybina,URS,5,9,1955
post,distance,,Women,Shot put,16,67,,null,null,null,null,null,Galina Zybina,URS,15,11,1955
post,distance,,Women,Shot put,16,76,,null,null,null,null,null,Galina Zybina,URS,13,10,1956
post,distance,,Women,Shot put,17,25,,null,null,null,null,null,Tamara Press,URS,26,4,1959
post,distance,,Women,Shot put,17,42,,null,null,null,null,null,Tamara Press,URS,16,7,1960
post,distance,,Women,Shot put,17,78,,null,null,null,null,null,Tamara Press,URS,13,8,1960
post,distance,,Women,Shot put,18,55,,null,null,null,null,null,Tamara Press,URS,10,6,1962
post,distance,,Women,Shot put,18,55,,null,null,null,null,null,Tamara Press,URS,12,9,1962
post,distance,,Women,Shot put,18,59,,null,null,null,null,null,Tamara Press,URS,19,9,1965
post,distance,,Women,Shot put,18,67,,null,null,null,null,null,Nadezhda Chizhova,URS,28,4,1968
post,distance,,Women,Shot put,18,87,,null,null,null,null,null,Margitta Gummel,GDR,22,9,1968
post,distance,,Women,Shot put,19,7,,null,null,null,null,null,Margitta Gummel,Germany,20,10,1968
post,distance,,Women,Shot put,19,61,,null,null,null,null,null,Margitta Gummel,Germany,20,10,1968
post,distance,,Women,Shot put,19,72,,null,null,null,null,null,Nadezhda Chizhova,URS,30,5,1969
post,distance,,Women,Shot put,20,9,,null,null,null,null,null,Nadezhda Chizhova,URS,13,7,1969
post,distance,,Women,Shot put,20,10,,null,null,null,null,null,Margitta Gummel,GDR,11,9,1969
post,distance,,Women,Shot put,20,43,,null,null,null,null,null,Nadezhda Chizhova,URS,16,9,1969
post,distance,,Women,Shot put,20,43,,null,null,null,null,null,Nadezhda Chizhova,URS,29,8,1971
post,distance,,Women,Shot put,20,63,,null,null,null,null,null,Nadezhda Chizhova,URS,19,5,1972
post,distance,,Women,Shot put,21,3,,null,null,null,null,null,Nadezhda Chizhova,URS,7,9,1972
post,distance,,Women,Shot put,21,2,,null,null,null,null,null,Nadezhda Chizhova,URS,28,8,1973
post,distance,,Women,Shot put,21,6,,null,null,null,null,null,Marianne Adam,GDR,6,8,1975
post,distance,,Women,Shot put,21,67,,null,null,null,null,null,Marianne Adam,GDR,30,5,1976
post,distance,,Women,Shot put,21,87,,null,null,null,null,null,Ivanka Khristova,BUL,3,7,1976
post,distance,,Women,Shot put,21,89,,null,null,null,null,null,Ivanka Khristova,BUL,4,7,1976
post,distance,,Women,Shot put,21,99,,null,null,null,null,null,Helena Fibingerova,TCH,26,9,1976
post,distance,,Women,Shot put,22,32,,null,null,null,null,null,Helena Fibingerova,TCH,20,8,1977
post,distance,,Women,Shot put,22,36,,null,null,null,null,null,Ilona Slupianek,GDR,2,5,1980
post,distance,,Women,Shot put,22,45,,null,null,null,null,null,Ilona Slupianek,GDR,11,5,1980
post,distance,,Women,Shot put,22,53,,null,null,null,null,null,Natalya Lisovskaya,URS,27,5,1984
post,distance,,Women,Shot put,22,60,,null,null,null,null,null,Natalya Lisovskaya,URS,7,6,1987
post,distance,,Women,Shot put,22,63,,null,null,null,null,null,Natalya Lisovskaya,URS,7,6,1987
post,distance,,Women,Discus throw,27,39,,null,null,null,null,null,Yvonne Tembouret,FRA,23,9,1923
post,distance,,Women,Discus throw,27,70,,null,null,null,null,null,Lucie Petit,FRA,14,7,1924
post,distance,,Women,Discus throw,28,33,,null,null,null,null,null,Lisette Petre,BEL,21,7,1924
post,distance,,Women,Discus throw,30,23,,null,null,null,null,null,Lucienne Velu,FRA,14,9,1924
post,distance,,Women,Discus throw,31,15,,null,null,null,null,null,Maria Vidlakova,TCH,11,10,1925
post,distance,,Women,Discus throw,34,15,,null,null,null,null,null,Halina Konopacka,POL,23,5,1926
post,distance,,Women,Discus throw,38,34,,null,null,null,null,null,Milly Reuter,Germany,22,8,1926
post,distance,,Women,Discus throw,39,18,,null,null,null,null,null,Halina Konopacka,POL,4,9,1927
post,distance,,Women,Discus throw,39,62,,null,null,null,null,null,Halina Konopacka,POL,31,7,1928
post,distance,,Women,Discus throw,40,345,,null,null,null,null,null,Jadwiga Wajs,POL,15,5,1932
post,distance,,Women,Discus throw,40,39,,null,null,null,null,null,Jadwiga Wajs,POL,16,5,1932
post,distance,,Women,Discus throw,40,84,,null,null,null,null,null,Grete Heublein,Germany,19,6,1932
post,distance,,Women,Discus throw,42,43,,null,null,null,null,null,Jadwiga Wajs,POL,19,6,1932
post,distance,,Women,Discus throw,43,8,,null,null,null,null,null,Jadwiga Wajs,POL,15,7,1933
post,distance,,Women,Discus throw,43,80,,null,null,null,null,null,Jadwiga Wajs,POL,11,8,1934
post,distance,,Women,Discus throw,44,34,,null,null,null,null,null,Gisela Mauermayer,Germany,2,6,1935
post,distance,,Women,Discus throw,44,76,,null,null,null,null,null,Gisela Mauermayer,Germany,4,6,1935
post,distance,,Women,Discus throw,45,53,,null,null,null,null,null,Gisela Mauermayer,Germany,23,6,1935
post,distance,,Women,Discus throw,46,10,,null,null,null,null,null,Gisela Mauermayer,Germany,29,6,1935
post,distance,,Women,Discus throw,47,12,,null,null,null,null,null,Gisela Mauermayer,Germany,25,8,1935
post,distance,,Women,Discus throw,48,31,,null,null,null,null,null,Gisela Mauermayer,Germany,11,7,1936
post,distance,,Women,Discus throw,53,25,,null,null,null,null,null,Nina Dumbadze,URS,8,8,1948
post,distance,,Women,Discus throw,53,37,,null,null,null,null,null,Nina Dumbadze,URS,27,5,1951
post,distance,,Women,Discus throw,53,61,,null,null,null,null,null,Nina Romashkova,URS,9,8,1952
post,distance,,Women,Discus throw,57,4,,null,null,null,null,null,Nina Dumbadze,URS,18,10,1952
post,distance,,Women,Discus throw,57,15,,null,null,null,null,null,Tamara Press,URS,12,9,1960
post,distance,,Women,Discus throw,57,43,,null,null,null,null,null,Tamara Press,URS,15,7,1961
post,distance,,Women,Discus throw,58,6,,null,null,null,null,null,Tamara Press,URS,1,9,1961
post,distance,,Women,Discus throw,58,98,,null,null,null,null,null,Tamara Press,URS,20,9,1961
post,distance,,Women,Discus throw,59,29,,null,null,null,null,null,Tamara Press,URS,18,5,1963
post,distance,,Women,Discus throw,59,70,,null,null,null,null,null,Tamara Press,URS,11,8,1965
post,distance,,Women,Discus throw,61,26,,null,null,null,null,null,Liesel Westermann,FRG,5,11,1967
post,distance,,Women,Discus throw,61,64,,null,null,null,null,null,Christine Spielberg,GDR,26,5,1968
post,distance,,Women,Discus throw,62,54,,null,null,null,null,null,Liesel Westermann,FRG,24,7,1968
post,distance,,Women,Discus throw,62,70,,null,null,null,null,null,Liesel Westermann,FRG,18,6,1969
post,distance,,Women,Discus throw,63,96,,null,null,null,null,null,Liesel Westermann,FRG,27,9,1969
post,distance,,Women,Discus throw,64,22,,null,null,null,null,null,Faina Melnik,URS,12,8,1971
